Series,Window,Test_RMSE,Test_MAE,Test_R2,GAF_method
Levels,32,8.82161560648282,7.679759412198452,0.8887947061874264,summation
Log Returns,32,0.01963621365410532,0.012486492944086042,-0.006498847968566812,summation
FracDiff,32,5.010786393096097,3.812090010945413,0.058458743035575855,summation
