Date,AAPL_Close_Level,AAPL_LogReturn,AAPL_FracDiff_d=0.60
2018-03-02,41.39646911621094,,
2018-03-05,41.539764404296875,0.003455556747455013,
2018-03-06,41.5045280456543,-0.0008486160750527105,
2018-03-07,41.11925506591797,-0.009326025936884363,
2018-03-08,41.56796646118164,0.010853328764026227,
2018-03-09,42.282135009765625,0.01703482300120651,
2018-03-12,42.6909065246582,0.009621278956336798,
2018-03-13,42.2797966003418,-0.00967658538985594,
2018-03-14,41.92033767700195,-0.008538254960971603,
2018-03-15,41.96968078613281,0.001176376301380344,
2018-03-16,41.82168197631836,-0.003532558937848762,
2018-03-19,41.18267822265625,-0.015397176155411696,
2018-03-20,41.168575286865234,-0.00034250689158632497,
2018-03-21,40.23592758178711,-0.022914912134686105,
2018-03-22,39.66740798950195,-0.01423042435442401,
2018-03-23,38.74884033203125,-0.023429064643545328,
2018-03-26,40.588314056396484,0.046379365616905144,
2018-03-27,39.54758834838867,-0.025975478983383482,
2018-03-28,39.11062240600586,-0.011110612186911784,
2018-03-29,39.41602325439453,0.0077783123321393255,
2018-04-02,39.15760803222656,-0.00657768133277159,
2018-04-03,39.55933380126953,0.010206932519943201,
2018-04-04,40.3157958984375,0.018941683532724074,
2018-04-05,40.595359802246094,0.006910419556089398,
2018-04-06,39.55698013305664,-0.025911602023901192,
2018-04-09,39.949317932128906,0.009869431561415176,
2018-04-10,40.701072692871094,0.018642849162969544,
2018-04-11,40.510780334472656,-0.0046863284007518935,
2018-04-12,40.91017150878906,0.00981060448574178,
2018-04-13,41.048770904541016,0.003382169749669206,
2018-04-16,41.30483627319336,0.0062187001309474965,
2018-04-17,41.87337112426758,0.013670496706670754,
2018-04-18,41.77938461303711,-0.002247064067387061,
2018-04-19,40.595359802246094,-0.02874925730537381,1.3415723587564372
2018-04-20,38.932071685791016,-0.041835393620706096,0.3467756565421425
2018-04-23,38.81930160522461,-0.0029007888830552275,1.344916609371623
2018-04-24,38.278987884521484,-0.014016460550260845,1.1166814321334328
2018-04-25,38.44578552246094,0.004347954208383076,1.7372118096188558
2018-04-26,38.57968521118164,0.0034767674205933297,1.9120393642025988
2018-04-27,38.133323669433594,-0.01163731121229139,1.4472358136892538
2018-04-30,38.824005126953125,0.017950207305577504,2.436417914918202
2018-05-01,39.72613525390625,0.022970545675422116,3.0056936324851904
2018-05-02,41.48103713989258,0.04322709658666701,4.1847192637287165
2018-05-03,41.556209564208984,0.0018105717093424012,3.0946315762465133
2018-05-04,43.18660354614258,0.03848338592898415,4.422328635462399
2018-05-07,43.49905014038086,0.007208757943314215,3.624212368873941
2018-05-08,43.70814514160156,0.004795370410269673,3.3723552735101947
2018-05-09,44.015899658203125,0.007016452100017556,3.3731935124372896
2018-05-10,44.645484924316406,0.014202256180306794,3.6823114405946455
2018-05-11,44.47570037841797,-0.003810199577738871,3.008302134406435
2018-05-14,44.371925354003906,-0.0023360235177998234,2.8500737042766673
2018-05-15,43.968658447265625,-0.00912988550829441,2.4340115658718133
2018-05-16,44.379005432128906,0.009289434891659898,3.0397162230430297
2018-05-17,44.09836196899414,-0.0063438687786021575,2.5201919794791934
2018-05-18,43.93800354003906,-0.0036430083267910973,2.466318375634444
2018-05-21,44.249305725097656,0.007060051626603503,2.868287662884306
2018-05-22,44.138465881347656,-0.0025080370244960903,2.5760285222606782
2018-05-23,44.42145919799805,0.006391023471145729,2.882421411648636
2018-05-24,44.371925354003906,-0.001115710351225374,2.6491446158817737
2018-05-25,44.47334289550781,0.0022830160244318165,2.73191410246703
2018-05-29,44.31297302246094,-0.00361249469115954,2.488047276757513
2018-05-30,44.21863555908203,-0.002131159720146769,2.459156725246487
2018-05-31,44.070072174072266,-0.003365402644175841,2.365475267029211
2018-06-01,44.86483383178711,0.017873360438070307,3.2531849194034024
2018-06-04,45.23979187011719,0.008322773660220495,3.1661841877191534
2018-06-05,45.588836669921875,0.007685826014163233,3.19881687940736
2018-06-06,45.74683380126953,0.003459706117642014,3.0577562879256917
2018-06-07,45.62421417236328,-0.0026839946621275423,2.7477468906202915
2018-06-08,45.20914840698242,-0.009139123391929793,2.33160284480914
2018-06-11,45.09829330444336,-0.002455061423914273,2.4362812907690667
2018-06-12,45.34592056274414,0.0054758146809334995,2.7709251759116995
2018-06-13,44.97330093383789,-0.008251216890602375,2.261795497614486
2018-06-14,44.996891021728516,0.0005243978681934713,2.478603366270569
2018-06-15,44.53466796875,-0.010325457634051016,2.027756903539455
2018-06-18,44.51107406616211,-0.0005299277113279821,2.284970008215133
2018-06-19,43.791786193847656,-0.01629174365653885,1.6348815379631318
2018-06-20,43.98280715942383,0.004352541204616589,2.2853232508161625
2018-06-21,43.73754119873047,-0.005592011532511432,2.0267084795665156
2018-06-22,43.610198974609375,-0.0029157552121299446,2.074346964770079
2018-06-25,42.96166229248047,-0.014982901024570783,1.5524521130591538
2018-06-26,43.494625091552734,0.012329225935545196,2.518976591185087
2018-06-27,43.43095397949219,-0.0014649571306404319,2.240705750118643
2018-06-28,43.746978759765625,0.0072501412834773404,2.5871892187118704
2018-06-29,43.655006408691406,-0.002104583433534035,2.3201817169778707
2018-07-02,44.143165588378906,0.011120145191116926,2.837878662877827
2018-07-03,43.374359130859375,-0.017569652180205786,1.7795904611384543
2018-07-05,43.723384857177734,0.008014618487570235,2.5348337182977048
2018-07-06,44.329490661621094,0.0137670774270644,2.999786927080777
2018-07-09,44.94499969482422,0.013789354243926244,3.2395313350212973
2018-07-10,44.890769958496094,-0.0012073084724377736,2.7416754476502945
2018-07-11,44.308258056640625,-0.013061132970647371,2.0845163162788367
2018-07-12,45.05113220214844,0.016627044069407404,3.1301860255828586
